trait	trait_id	annotation	published_label	is_primary	annotation_interpretation	enrichment_off	enrichment_on	absolute_change	relative_change_percent	annotation_h2_off	annotation_h2_on	annotation_weight_sum	annotation_weight_fraction	status_off	status_on	optimizer
weight	21002_irnt	Conserved_Primate_phastCons46way		False	type_not_verified	11.468949675477578	11.30625150588515	-0.1626981695924279	-1.4185969438884394	0.07311496138862421	0.07217266809925119	159952.0	0.022159740708645653	stationary	stationary	ai
weight	21002_irnt	Conserved_Primate_phastCons46way.flanking.500		False	type_not_verified	2.200333658468541	2.2024415210669654	0.002107862598424326	0.09579740737555298	0.10476704810123935	0.10500550356188858	1194657.0	0.1655077107867891	stationary	stationary	ai
weight	21002_irnt	BivFlnk		False	type_not_verified	6.158059053227027	6.126309160405275	-0.03174989282175211	-0.5155827923591261	0.023796657047660923	0.023705139893780383	96957.0	0.01343241709943081	stationary	stationary	ai
weight	21002_irnt	BivFlnk.flanking.500		False	type_not_verified	2.6408055864585633	2.6649207564190767	0.024115169960513327	0.9131747556188952	0.012823558576867185	0.012957700576701257	121837.0	0.016879290841747902	stationary	stationary	ai
weight	21002_irnt	Human_Promoter_Villar		False	type_not_verified	5.651984556255259	5.6205996925537685	-0.03138486370149085	-0.5552892685588784	0.025361470541496994	0.02525385202302199	112585.0	0.015597519303809086	stationary	stationary	ai
weight	21002_irnt	Human_Promoter_Villar.flanking.500		False	type_not_verified	1.1118432668099567	1.3103537759767114	0.19851050916675472	17.854180988684742	0.0011462584931446976	0.0013526924670281774	25867.0	0.003583612664490204	stationary	stationary	ai
weight	21002_irnt	Human_Enhancer_Villar		False	type_not_verified	1.8102864005165809	1.8127145736798065	0.002428173163225633	0.13413198942071602	0.017693430689587585	0.017740493527870393	245229.0	0.033974011292390624	stationary	stationary	ai
weight	21002_irnt	Human_Enhancer_Villar.flanking.500		False	verified_binary	0.7925850861761778	0.9378407763965311	0.14525569022035323	18.326826072534175	0.0022134562720917835	0.0026225614490417042	70070.0	0.009707493694700916	stationary	stationary	ai
weight	21002_irnt	Ancient_Sequence_Age_Human_Promoter		False	type_not_verified	13.886206379073919	13.62093311721484	-0.26527326185907896	-1.9103364491171448	0.01793945216488483	0.01761991999445486	32414.0	0.004490633660911025	stationary	stationary	ai
weight	21002_irnt	Ancient_Sequence_Age_Human_Promoter.flanking.500		False	type_not_verified	4.33461244993853	4.391551098042281	0.05693864810375082	1.3135810585455765	0.006805362104626326	0.006903835194279347	39392.0	0.005457365372080184	stationary	stationary	ai
weight	21002_irnt	Ancient_Sequence_Age_Human_Enhancer		False	type_not_verified	4.980390098572569	4.914970934601123	-0.06541916397144565	-1.3135349375583139	0.007959375715033582	0.007865169914824704	40098.0	0.005555174570716674	stationary	stationary	ai
weight	21002_irnt	Ancient_Sequence_Age_Human_Enhancer.flanking.500		False	type_not_verified	2.1430785545863213	2.240791222766103	0.09771266817978175	4.559453407373737	0.005739248841214953	0.006008829349831259	67193.0	0.00930891428326015	stationary	stationary	ai
weight	21002_irnt	Human_Enhancer_Villar_Species_Enhancer_Count		False	type_not_verified	2.572149562499964	2.5707074113914627	-0.0014421511085012106	-0.0560679335885661	0.05196577870021579	0.05200503369186106	506907.0	0.07022686608105834	stationary	stationary	ai
weight	21002_irnt	Human_Promoter_Villar_ExAC		False	type_not_verified	11.191033662952941	11.124789607739345	-0.06624405521359655	-0.5919386645479641	0.008762240482845508	0.008721843374068545	19645.0	0.0027216171490281075	stationary	stationary	ai
